Time, Id, Iq, Ud, Uq, Temperature Measured, Temperature_LSTQ, Temperature_Model
1.0022, 3.003, 3.003, 1.0913, 1.0913, 29.6, 38.9, 27.0
2.4335, 2.994, 2.994, 1.1074, 1.1074, 29.7, 42.0, 27.2
2.8979, 3.492, 3.492, 1.2476, 1.2476, 29.8, 41.8, 27.2
3.4414, 3.998, 3.998, 1.3818, 1.3818, 29.9, 40.6, 27.3
3.8734, 4.503, 4.503, 1.5171, 1.5171, 30.0, 39.8, 27.4
4.0976, 5.002, 5.002, 1.6606, 1.6606, 30.1, 40.2, 27.5
4.3854, 5.511, 5.511, 1.7871, 1.7871, 30.2, 38.7, 27.6
4.6416, 5.999, 5.999, 1.939, 1.939, 30.3, 40.0, 27.6
4.9296, 5.505, 5.505, 1.7979, 1.7979, 30.4, 39.8, 27.7
5.169, 4.996, 4.996, 1.6743, 1.6743, 30.5, 41.7, 27.8
5.4254, 4.501, 4.501, 1.5254, 1.5254, 30.6, 40.8, 27.8
5.7137, 4.005, 4.005, 1.3872, 1.3872, 30.7, 41.0, 27.9
5.9535, 3.502, 3.502, 1.2451, 1.2451, 30.8, 41.0, 27.9
6.1934, 2.989, 2.989, 1.1201, 1.1201, 30.9, 44.3, 27.9
6.417, 3.497, 3.497, 1.2549, 1.2549, 31.0, 42.6, 28.0
6.6411, 4.001, 4.001, 1.3877, 1.3877, 31.1, 41.2, 28.0
6.8494, 4.499, 4.499, 1.5332, 1.5332, 31.2, 41.7, 28.1
7.041, 4.998, 4.998, 1.6772, 1.6772, 31.3, 41.9, 28.1
7.2337, 5.492, 5.492, 1.8262, 1.8262, 31.4, 42.7, 28.2
7.4094, 5.999, 5.999, 1.9512, 1.9512, 31.5, 41.0, 28.2
7.5696, 5.504, 5.504, 1.8096, 1.8096, 31.6, 40.9, 28.3
7.7613, 5.002, 5.002, 1.6836, 1.6836, 31.7, 42.4, 28.3
7.8894, 4.496, 4.496, 1.5415, 1.5415, 31.8, 42.7, 28.3
8.0658, 3.998, 3.998, 1.397, 1.397, 31.9, 42.4, 28.4
8.2096, 3.493, 3.493, 1.27, 1.27, 32.0, 44.9, 28.4
8.3694, 3.006, 3.006, 1.1094, 1.1094, 32.1, 41.8, 28.4
8.5295, 3.497, 3.497, 1.2612, 1.2612, 32.2, 43.5, 28.4
8.6733, 4.006, 4.006, 1.3838, 1.3838, 32.3, 40.5, 28.4
8.8177, 4.505, 4.505, 1.5356, 1.5356, 32.4, 41.8, 28.5
8.9775, 5.0, 5.0, 1.6826, 1.6826, 32.5, 42.4, 28.5
9.1695, 5.499, 5.499, 1.8184, 1.8184, 32.6, 41.8, 28.6
9.3297, 5.998, 5.998, 1.9678, 1.9678, 32.7, 42.4, 28.6
9.505, 5.495, 5.495, 1.8335, 1.8335, 32.8, 43.2, 28.7
9.6975, 5.002, 5.002, 1.6851, 1.6851, 32.9, 42.6, 28.7
9.9217, 4.5, 4.5, 1.5444, 1.5444, 33.0, 42.9, 28.8
10.2568, 3.998, 3.998, 1.4058, 1.4058, 33.1, 43.5, 28.8
10.4977, 3.494, 3.494, 1.2759, 1.2759, 33.2, 45.6, 28.9
10.7054, 3.0, 3.0, 1.127, 1.127, 33.3, 44.9, 28.9
10.9136, 3.5, 3.5, 1.2578, 1.2578, 33.4, 42.9, 28.9
11.1217, 3.999, 3.999, 1.4082, 1.4082, 33.5, 43.8, 28.9
11.2976, 4.508, 4.508, 1.541, 1.541, 33.6, 42.3, 29.0
11.4896, 5.003, 5.003, 1.6846, 1.6846, 33.7, 42.5, 29.0
11.6656, 5.508, 5.508, 1.8193, 1.8193, 33.8, 41.7, 29.1
11.8572, 6.004, 6.004, 1.9697, 1.9697, 33.9, 42.4, 29.1
12.0173, 5.502, 5.502, 1.8311, 1.8311, 34.0, 42.9, 29.2
12.3691, 5.005, 5.005, 1.6821, 1.6821, 34.1, 42.2, 29.3
12.5616, 4.504, 4.504, 1.5483, 1.5483, 34.2, 43.2, 29.3
12.7376, 3.995, 3.995, 1.4248, 1.4248, 34.3, 46.0, 29.3
12.9135, 3.503, 3.503, 1.2705, 1.2705, 34.4, 44.5, 29.4
13.1054, 2.992, 2.992, 1.1328, 1.1328, 34.5, 46.2, 29.4
13.2814, 3.503, 3.503, 1.2715, 1.2715, 34.6, 44.7, 29.4
13.4417, 4.001, 4.001, 1.4062, 1.4062, 34.7, 43.5, 29.4
13.5693, 4.499, 4.499, 1.5601, 1.5601, 34.8, 44.6, 29.4
13.6813, 5.004, 5.004, 1.6899, 1.6899, 34.9, 43.0, 29.5
13.8091, 5.498, 5.498, 1.8369, 1.8369, 35.0, 43.5, 29.5
13.9213, 6.004, 6.004, 1.9756, 1.9756, 35.1, 42.9, 29.5
14.0173, 5.498, 5.498, 1.8398, 1.8398, 35.2, 43.7, 29.6
14.1293, 4.996, 4.996, 1.707, 1.707, 35.3, 44.9, 29.6
14.2417, 4.499, 4.499, 1.5601, 1.5601, 35.4, 44.6, 29.6
14.3534, 4.001, 4.001, 1.4106, 1.4106, 35.5, 44.0, 29.6
14.4653, 3.493, 3.493, 1.2832, 1.2832, 35.6, 46.7, 29.7
14.6098, 2.996, 2.996, 1.1333, 1.1333, 35.7, 46.1, 29.7
14.7213, 3.5, 3.5, 1.2764, 1.2764, 35.8, 45.5, 29.7
14.8335, 4.005, 4.005, 1.4126, 1.4126, 35.9, 44.1, 29.7
14.9931, 4.501, 4.501, 1.5566, 1.5566, 36.0, 44.2, 29.7
15.1215, 5.003, 5.003, 1.6958, 1.6958, 36.1, 43.6, 29.8
15.2497, 5.499, 5.499, 1.8413, 1.8413, 36.2, 43.9, 29.8
15.3771, 5.991, 5.991, 1.9956, 1.9956, 36.3, 44.9, 29.8
15.5376, 5.494, 5.494, 1.8545, 1.8545, 36.4, 45.2, 29.9
15.6651, 5.0, 5.0, 1.7056, 1.7056, 36.5, 44.7, 29.9
15.8094, 4.509, 4.509, 1.5464, 1.5464, 36.6, 42.8, 29.9
15.9533, 3.998, 3.998, 1.4194, 1.4194, 36.7, 45.2, 30.0
16.2253, 3.506, 3.506, 1.2739, 1.2739, 36.8, 44.9, 30.0
16.3852, 3.014, 3.014, 1.1113, 1.1113, 36.9, 41.7, 30.0
16.5451, 3.5, 3.5, 1.2764, 1.2764, 37.0, 45.5, 30.0
16.6893, 4.003, 4.003, 1.4126, 1.4126, 37.1, 44.2, 30.1
16.8333, 4.493, 4.493, 1.5703, 1.5703, 37.2, 45.9, 30.1
16.9934, 4.493, 4.493, 1.5703, 1.5703, 37.3, 45.9, 30.1
17.2492, 5.498, 5.498, 1.8496, 1.8496, 37.4, 44.6, 30.2
17.4572, 5.498, 5.498, 1.8496, 1.8496, 37.5, 44.6, 30.2
17.8253, 5.993, 5.993, 2.0073, 2.0073, 37.6, 45.8, 30.4
17.9853, 5.007, 5.007, 1.7026, 1.7026, 37.7, 44.2, 30.4
18.1618, 4.507, 4.507, 1.5562, 1.5562, 37.8, 44.0, 30.5
18.3053, 3.999, 3.999, 1.4272, 1.4272, 37.9, 46.1, 30.5
18.465, 3.495, 3.495, 1.2822, 1.2822, 38.0, 46.5, 30.5
18.6098, 3.002, 3.002, 1.1309, 1.1309, 38.1, 45.4, 30.5
18.7537, 3.49, 3.49, 1.293, 1.293, 38.2, 48.2, 30.5
19.4579, 3.999, 3.999, 1.4297, 1.4297, 38.3, 46.4, 30.6
19.6332, 4.501, 4.501, 1.5679, 1.5679, 38.4, 45.4, 30.7
19.7617, 5.0, 5.0, 1.7168, 1.7168, 38.5, 45.8, 30.7
19.9056, 5.498, 5.498, 1.8599, 1.8599, 38.6, 45.5, 30.8
20.0493, 6.003, 6.003, 1.9922, 1.9922, 38.7, 44.3, 30.8
20.1936, 5.494, 5.494, 1.8687, 1.8687, 38.8, 46.4, 30.8
20.3537, 5.004, 5.004, 1.7129, 1.7129, 38.9, 45.3, 30.9
20.4976, 4.501, 4.501, 1.5688, 1.5688, 39.0, 45.5, 30.9
20.6582, 4.002, 4.002, 1.4248, 1.4248, 39.1, 45.7, 30.9
20.833, 3.493, 3.493, 1.2969, 1.2969, 39.2, 48.6, 31.0
20.9938, 3.008, 3.008, 1.1265, 1.1265, 39.3, 44.5, 31.0
21.1538, 3.493, 3.493, 1.292, 1.292, 39.4, 48.0, 31.0
21.3134, 3.997, 3.997, 1.4263, 1.4263, 39.5, 46.1, 31.0
21.4733, 4.499, 4.499, 1.5762, 1.5762, 39.6, 46.4, 31.0
21.6331, 4.997, 4.997, 1.7188, 1.7188, 39.7, 46.0, 31.1
21.7932, 5.503, 5.503, 1.8574, 1.8574, 39.8, 45.2, 31.1
21.9374, 6.0, 6.0, 2.0073, 2.0073, 39.9, 45.6, 31.2
22.0972, 5.495, 5.495, 1.8682, 1.8682, 40.0, 46.3, 31.2
22.2411, 5.008, 5.008, 1.7075, 1.7075, 40.1, 44.6, 31.3
22.4013, 4.495, 4.495, 1.5859, 1.5859, 40.2, 47.6, 31.3
22.5615, 4.002, 4.002, 1.4268, 1.4268, 40.3, 46.0, 31.3
22.7051, 3.5, 3.5, 1.2803, 1.2803, 40.4, 46.0, 31.3
22.8493, 2.997, 2.997, 1.1426, 1.1426, 40.5, 47.6, 31.3
23.0257, 3.491, 3.491, 1.2983, 1.2983, 40.6, 48.9, 31.4
23.2013, 3.998, 3.998, 1.4316, 1.4316, 40.7, 46.7, 31.4
23.393, 4.498, 4.498, 1.5771, 1.5771, 40.8, 46.5, 31.4
23.7614, 4.992, 4.992, 1.7339, 1.7339, 40.9, 47.6, 31.5
24.0171, 5.503, 5.503, 1.8682, 1.8682, 41.0, 46.1, 31.6
24.3052, 6.001, 6.001, 2.0132, 2.0132, 41.1, 46.1, 31.7
24.7056, 5.501, 5.501, 1.874, 1.874, 41.2, 46.7, 31.8
25.0736, 5.001, 5.001, 1.7285, 1.7285, 41.3, 46.9, 31.9
25.5375, 4.497, 4.497, 1.5864, 1.5864, 41.4, 47.6, 32.0
25.8873, 4.001, 4.001, 1.4414, 1.4414, 41.5, 47.8, 32.0
26.1455, 3.5, 3.5, 1.292, 1.292, 41.6, 47.6, 32.1
26.3695, 2.996, 2.996, 1.1465, 1.1465, 41.7, 48.3, 32.1
26.5456, 3.495, 3.495, 1.2993, 1.2993, 41.8, 48.9, 32.1
26.7053, 3.999, 3.999, 1.4375, 1.4375, 41.9, 47.4, 32.1
26.8655, 4.509, 4.509, 1.5757, 1.5757, 42.0, 46.0, 32.1
27.0098, 5.009, 5.009, 1.7212, 1.7212, 42.1, 45.9, 32.2
27.153, 5.504, 5.504, 1.8706, 1.8706, 42.2, 46.3, 32.2
27.2974, 6.001, 6.001, 2.0161, 2.0161, 42.3, 46.3, 32.3
27.4255, 5.501, 5.501, 1.8799, 1.8799, 42.4, 47.2, 32.3
27.5697, 5.501, 5.501, 1.8799, 1.8799, 42.5, 47.2, 32.3
27.7136, 4.994, 4.994, 1.7422, 1.7422, 42.6, 48.4, 32.4
28.0492, 3.999, 3.999, 1.4478, 1.4478, 42.7, 48.6, 32.4
28.6891, 3.498, 3.498, 1.2954, 1.2954, 42.8, 48.2, 32.5
29.121, 3.004, 3.004, 1.1362, 1.1362, 42.9, 46.2, 32.5
29.3295, 3.504, 3.504, 1.2842, 1.2842, 43.0, 46.4, 32.5
29.5697, 3.998, 3.998, 1.4429, 1.4429, 43.1, 48.1, 32.6
29.8888, 4.501, 4.501, 1.585, 1.585, 43.2, 47.3, 32.6
30.1296, 5.003, 5.003, 1.728, 1.728, 43.3, 46.8, 32.7
30.4016, 5.496, 5.496, 1.8833, 1.8833, 43.4, 47.7, 32.8
30.5938, 5.997, 5.997, 2.0254, 2.0254, 43.5, 47.1, 32.8
30.7697, 5.499, 5.499, 1.8789, 1.8789, 43.6, 47.2, 32.9
30.9774, 4.99, 4.99, 1.7544, 1.7544, 43.7, 49.7, 32.9
31.1692, 4.503, 4.503, 1.5923, 1.5923, 43.8, 48.0, 33.0
31.7292, 4.001, 4.001, 1.4448, 1.4448, 43.9, 48.2, 33.0
32.1931, 3.494, 3.494, 1.3052, 1.3052, 44.0, 49.8, 33.1
32.625, 2.995, 2.995, 1.1616, 1.1616, 44.1, 50.8, 33.1
33.025, 3.496, 3.496, 1.3027, 1.3027, 44.2, 49.4, 33.2
33.2174, 4.0, 4.0, 1.4395, 1.4395, 44.3, 47.6, 33.2
33.425, 4.49, 4.49, 1.6074, 1.6074, 44.4, 50.1, 33.2
34.0493, 4.996, 4.996, 1.7412, 1.7412, 44.5, 48.3, 33.4
34.4656, 5.501, 5.501, 1.8853, 1.8853, 44.6, 47.7, 33.5
34.8974, 6.008, 6.008, 2.0278, 2.0278, 44.7, 47.1, 33.6
35.2656, 5.497, 5.497, 1.8955, 1.8955, 44.8, 48.7, 33.7
36.5935, 4.986, 4.986, 1.7729, 1.7729, 44.9, 51.7, 34.0
36.8013, 4.504, 4.504, 1.5977, 1.5977, 45.0, 48.6, 34.1
37.0255, 4.001, 4.001, 1.4521, 1.4521, 45.1, 49.1, 34.1
37.2018, 3.505, 3.505, 1.3022, 1.3022, 45.2, 48.9, 34.1
37.3773, 2.999, 2.999, 1.1577, 1.1577, 45.3, 50.0, 34.1
37.5693, 3.496, 3.496, 1.3154, 1.3154, 45.4, 51.1, 34.2
37.7453, 3.998, 3.998, 1.458, 1.458, 45.5, 49.9, 34.2
37.9217, 4.505, 4.505, 1.5967, 1.5967, 45.6, 48.4, 34.2
38.1131, 5.007, 5.007, 1.7363, 1.7363, 45.7, 47.4, 34.3
38.3211, 5.51, 5.51, 1.8838, 1.8838, 45.8, 47.3, 34.3
38.5453, 6.01, 6.01, 2.0337, 2.0337, 45.9, 47.5, 34.4
38.7533, 5.503, 5.503, 1.8989, 1.8989, 46.0, 48.9, 34.5
39.1693, 5.01, 5.01, 1.7407, 1.7407, 46.1, 47.8, 34.5
39.5533, 4.498, 4.498, 1.6079, 1.6079, 46.2, 49.9, 34.6
39.9694, 4.002, 4.002, 1.4536, 1.4536, 46.3, 49.2, 34.7
40.3695, 3.489, 3.489, 1.3257, 1.3257, 46.4, 52.8, 34.7
40.7533, 3.002, 3.002, 1.1523, 1.1523, 46.5, 48.9, 34.7
41.0736, 3.5, 3.5, 1.3145, 1.3145, 46.6, 50.8, 34.8
41.2651, 3.998, 3.998, 1.457, 1.457, 46.7, 49.8, 34.8
41.4574, 4.49, 4.49, 1.6196, 1.6196, 46.8, 51.4, 34.8
41.6173, 4.992, 4.992, 1.7642, 1.7642, 46.9, 50.6, 34.9
41.7775, 5.503, 5.503, 1.9067, 1.9067, 47.0, 49.6, 34.9
41.9375, 5.992, 5.992, 2.0571, 2.0571, 47.1, 49.9, 35.0
42.0973, 5.992, 5.992, 2.0571, 2.0571, 47.2, 49.9, 35.0
42.2564, 5.506, 5.506, 1.8975, 1.8975, 47.3, 48.7, 35.0
42.4332, 4.493, 4.493, 1.6226, 1.6226, 47.4, 51.6, 35.1
42.6253, 4.002, 4.002, 1.4639, 1.4639, 47.5, 50.5, 35.1
42.8171, 3.497, 3.497, 1.313, 1.313, 47.6, 50.7, 35.1
43.233, 3.001, 3.001, 1.1558, 1.1558, 47.7, 49.5, 35.1
43.8574, 3.497, 3.497, 1.3159, 1.3159, 47.8, 51.2, 35.2
44.2254, 4.004, 4.004, 1.4556, 1.4556, 47.9, 49.4, 35.3
44.6411, 4.506, 4.506, 1.6021, 1.6021, 48.0, 49.0, 35.3
45.953, 5.002, 5.002, 1.7637, 1.7637, 48.1, 50.3, 35.6
46.6893, 5.503, 5.503, 1.917, 1.917, 48.2, 50.5, 35.8
47.1369, 5.999, 5.999, 2.0625, 2.0625, 48.3, 50.1, 36.0
47.521, 5.509, 5.509, 1.9097, 1.9097, 48.4, 49.7, 36.1
47.8891, 5.007, 5.007, 1.7598, 1.7598, 48.5, 49.8, 36.2
48.2734, 4.507, 4.507, 1.6099, 1.6099, 48.6, 49.8, 36.2
48.6573, 3.998, 3.998, 1.4761, 1.4761, 48.7, 52.2, 36.3
49.0255, 3.5, 3.5, 1.3208, 1.3208, 48.8, 51.7, 36.3
49.3935, 3.004, 3.004, 1.166, 1.166, 48.9, 51.1, 36.3
49.7455, 3.496, 3.496, 1.333, 1.333, 49.0, 53.6, 36.4
49.9373, 3.992, 3.992, 1.48, 1.48, 49.1, 52.8, 36.4
50.0812, 4.503, 4.503, 1.6191, 1.6191, 49.2, 50.9, 36.4
50.2091, 5.001, 5.001, 1.772, 1.772, 49.3, 51.1, 36.4
50.3533, 5.494, 5.494, 1.9238, 1.9238, 49.4, 51.3, 36.5
50.4973, 5.993, 5.993, 2.082, 2.082, 49.5, 51.9, 36.5
50.6411, 5.494, 5.494, 1.9346, 1.9346, 49.6, 52.3, 36.6
50.7852, 5.001, 5.001, 1.7773, 1.7773, 49.7, 51.6, 36.6
50.9611, 4.496, 4.496, 1.627, 1.627, 49.8, 52.0, 36.6
51.1055, 3.998, 3.998, 1.4795, 1.4795, 49.9, 52.6, 36.6
51.2653, 3.504, 3.504, 1.3218, 1.3218, 50.0, 51.6, 36.7
51.4093, 3.006, 3.006, 1.1567, 1.1567, 50.1, 49.5, 36.7
51.5693, 3.5, 3.5, 1.3242, 1.3242, 50.2, 52.2, 36.7
51.7132, 3.994, 3.994, 1.4829, 1.4829, 50.3, 53.1, 36.7
51.8733, 4.501, 4.501, 1.6206, 1.6206, 50.4, 51.1, 36.7
52.0335, 5.0, 5.0, 1.772, 1.772, 50.5, 51.1, 36.8
52.2092, 5.5, 5.5, 1.9224, 1.9224, 50.6, 51.1, 36.8
52.5612, 5.996, 5.996, 2.0791, 2.0791, 50.7, 51.6, 36.9
52.8173, 5.504, 5.504, 1.9219, 1.9219, 50.8, 50.9, 37.0
53.1213, 4.993, 4.993, 1.7935, 1.7935, 50.9, 53.5, 37.1
53.3772, 4.512, 4.512, 1.6191, 1.6191, 51.0, 50.6, 37.1
53.5852, 4.003, 4.003, 1.4736, 1.4736, 51.1, 51.7, 37.1
53.8252, 4.003, 4.003, 1.4736, 1.4736, 51.2, 51.7, 37.1
54.2255, 3.502, 3.502, 1.3232, 1.3232, 51.3, 52.0, 37.2
55.1535, 3.496, 3.496, 1.3315, 1.3315, 51.4, 53.4, 37.3
55.4416, 3.998, 3.998, 1.48, 1.48, 51.5, 52.6, 37.3
55.6335, 4.5, 4.5, 1.6216, 1.6216, 51.6, 51.3, 37.3
58.0655, 5.004, 5.004, 1.7822, 1.7822, 51.7, 52.0, 37.9
58.3535, 5.004, 5.004, 1.7822, 1.7822, 51.8, 52.0, 37.9
58.5619, 6.003, 6.003, 2.082, 2.082, 51.9, 51.6, 38.0
58.818, 5.49, 5.49, 1.9521, 1.9521, 52.0, 54.0, 38.1
59.106, 5.0, 5.0, 1.7905, 1.7905, 52.1, 53.0, 38.1
59.3934, 4.504, 4.504, 1.6357, 1.6357, 52.2, 52.7, 38.2
59.6015, 3.997, 3.997, 1.4897, 1.4897, 52.3, 53.9, 38.2
59.8253, 3.481, 3.481, 1.3604, 1.3604, 52.4, 58.1, 38.2
60.0651, 3.006, 3.006, 1.1709, 1.1709, 52.5, 51.8, 38.2
60.2894, 3.497, 3.497, 1.3379, 1.3379, 52.6, 54.2, 38.2
60.4813, 4.001, 4.001, 1.479, 1.479, 52.7, 52.4, 38.3
60.6574, 4.5, 4.5, 1.6353, 1.6353, 52.8, 52.8, 38.3
60.8331, 5.006, 5.006, 1.7788, 1.7788, 52.9, 51.6, 38.3
60.9935, 5.501, 5.501, 1.9434, 1.9434, 53.0, 52.9, 38.4
61.1375, 5.998, 5.998, 2.0942, 2.0942, 53.1, 52.8, 38.4
61.5207, 5.505, 5.505, 1.938, 1.938, 53.2, 52.3, 38.5
61.7135, 4.994, 4.994, 1.8022, 1.8022, 53.3, 54.3, 38.6
62.3536, 4.5, 4.5, 1.6436, 1.6436, 53.4, 53.7, 38.7
62.5937, 3.997, 3.997, 1.4995, 1.4995, 53.5, 55.1, 38.7
62.8336, 3.498, 3.498, 1.3359, 1.3359, 53.6, 53.9, 38.7
63.1376, 2.996, 2.996, 1.187, 1.187, 53.7, 54.9, 38.7
63.7299, 3.503, 3.503, 1.3267, 1.3267, 53.8, 52.4, 38.8
64.1615, 4.004, 4.004, 1.4805, 1.4805, 53.9, 52.5, 38.8
64.4657, 4.505, 4.505, 1.6377, 1.6377, 54.0, 52.9, 38.9
64.8337, 5.007, 5.007, 1.7788, 1.7788, 54.1, 51.6, 39.0
65.2015, 5.505, 5.505, 1.9404, 1.9404, 54.2, 52.5, 39.1
65.6176, 6.006, 6.006, 2.0972, 2.0972, 54.3, 52.8, 39.2
66.0656, 5.502, 5.502, 1.9453, 1.9453, 54.4, 53.0, 39.3
66.9776, 4.992, 4.992, 1.811, 1.811, 54.5, 55.2, 39.5
67.2815, 4.5, 4.5, 1.6504, 1.6504, 54.6, 54.4, 39.5
67.5694, 4.001, 4.001, 1.4985, 1.4985, 54.7, 54.8, 39.6
67.8898, 3.494, 3.494, 1.3521, 1.3521, 54.8, 56.4, 39.6
68.1936, 2.995, 2.995, 1.1963, 1.1963, 54.9, 56.5, 39.6
68.5295, 3.508, 3.508, 1.3281, 1.3281, 55.0, 52.4, 39.6
68.9934, 4.005, 4.005, 1.4883, 1.4883, 55.1, 53.4, 39.7
69.2815, 4.494, 4.494, 1.6567, 1.6567, 55.2, 55.3, 39.7
69.5217, 5.0, 5.0, 1.7935, 1.7935, 55.3, 53.2, 39.8
69.7454, 5.499, 5.499, 1.9536, 1.9536, 55.4, 53.9, 39.9
71.5378, 5.994, 5.994, 2.1221, 2.1221, 55.5, 55.1, 40.4
71.7776, 5.501, 5.501, 1.9644, 1.9644, 55.6, 54.7, 40.5
72.3217, 4.998, 4.998, 1.8247, 1.8247, 55.7, 56.4, 40.6
72.5619, 4.494, 4.494, 1.6738, 1.6738, 55.8, 57.2, 40.6
72.8176, 3.997, 3.997, 1.5225, 1.5225, 55.9, 57.9, 40.7
73.0576, 3.493, 3.493, 1.3657, 1.3657, 56.0, 58.3, 40.7
73.2656, 3.002, 3.002, 1.1963, 1.1963, 56.1, 56.1, 40.7
73.4735, 3.492, 3.492, 1.3604, 1.3604, 56.2, 57.6, 40.7
73.6819, 3.997, 3.997, 1.5112, 1.5112, 56.3, 56.5, 40.7
73.9057, 4.5, 4.5, 1.666, 1.666, 56.4, 56.1, 40.8
74.1137, 5.002, 5.002, 1.8091, 1.8091, 56.5, 54.7, 40.8
74.3217, 5.493, 5.493, 1.981, 1.981, 56.6, 56.5, 40.9
74.5137, 6.003, 6.003, 2.1162, 2.1162, 56.7, 54.4, 40.9
74.7056, 5.496, 5.496, 1.9751, 1.9751, 56.8, 55.8, 41.0
74.8978, 4.994, 4.994, 1.8262, 1.8262, 56.9, 56.7, 41.0
75.0897, 4.502, 4.502, 1.6592, 1.6592, 57.0, 55.3, 41.0
75.2657, 3.998, 3.998, 1.5171, 1.5171, 57.1, 57.2, 41.1
75.4421, 3.5, 3.5, 1.3555, 1.3555, 57.2, 56.6, 41.1
75.6337, 2.995, 2.995, 1.2061, 1.2061, 57.3, 58.1, 41.1
75.8255, 3.498, 3.498, 1.3555, 1.3555, 57.4, 56.6, 41.1
76.0017, 4.002, 4.002, 1.5103, 1.5103, 57.5, 56.2, 41.1
76.2097, 4.496, 4.496, 1.6631, 1.6631, 57.6, 55.9, 41.1
76.3855, 5.001, 5.001, 1.813, 1.813, 57.7, 55.1, 41.2
76.5774, 5.494, 5.494, 1.9795, 1.9795, 57.8, 56.3, 41.2
76.7697, 5.997, 5.997, 2.126, 2.126, 57.9, 55.4, 41.3
76.9618, 5.5, 5.5, 1.9678, 1.9678, 58.0, 55.1, 41.3
77.1541, 5.001, 5.001, 1.8135, 1.8135, 58.1, 55.2, 41.4
77.3618, 4.503, 4.503, 1.6606, 1.6606, 58.2, 55.4, 41.4
78.3699, 3.996, 3.996, 1.5127, 1.5127, 58.3, 56.7, 41.5
78.7058, 3.498, 3.498, 1.356, 1.356, 58.4, 56.7, 41.5
79.0255, 2.993, 2.993, 1.2124, 1.2124, 58.5, 59.2, 41.5
79.3455, 3.504, 3.504, 1.3491, 1.3491, 58.6, 55.5, 41.6
80.0494, 3.992, 3.992, 1.52, 1.52, 58.7, 57.8, 41.6
82.2579, 4.499, 4.499, 1.667, 1.667, 58.8, 56.3, 42.0
83.4258, 5.006, 5.006, 1.811, 1.811, 58.9, 54.8, 42.2
83.6815, 5.498, 5.498, 1.9761, 1.9761, 59.0, 55.9, 42.3
83.8739, 6.004, 6.004, 2.1265, 2.1265, 59.1, 55.2, 42.3
84.0495, 5.499, 5.499, 1.9805, 1.9805, 59.2, 56.2, 42.4
84.2256, 5.005, 5.005, 1.8154, 1.8154, 59.3, 55.3, 42.4
84.4016, 4.493, 4.493, 1.6821, 1.6821, 59.4, 58.1, 42.4
84.5937, 4.004, 4.004, 1.5107, 1.5107, 59.5, 56.2, 42.5
84.802, 3.503, 3.503, 1.3589, 1.3589, 59.6, 56.9, 42.5
